term_iri,local_name,term_type,defining_module,label_en,label_zh_cn,definition_en,definition_zh_cn,superclass,domain,range,inverse_property,characteristics,deprecated,replacement_term,source,source_status,audit_decision,audit_notes
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#documentIdentifier,documentIdentifier,DatatypeProperty,mnp-compliance,document identifier,文件编号,Business identifier of a regulatory document.,监管文件业务编号。,,RegulatoryDocument,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#effectiveFrom,effectiveFrom,DatatypeProperty,mnp-compliance,effective from,生效自,Datetime from which a rule version is effective.,规则版本生效起始时间。,,,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#effectiveTo,effectiveTo,DatatypeProperty,mnp-compliance,effective to,生效至,Datetime until which a rule version is effective.,规则版本生效截止时间。,,,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#reasonCode,reasonCode,DatatypeProperty,mnp-compliance,reason code,原因代码,Code identifying a blocking reason.,阻塞原因识别代码。,,BlockingReason,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#reasonDescription,reasonDescription,DatatypeProperty,mnp-compliance,reason description,原因说明,Human-readable description of a blocking reason.,阻塞原因的可读说明。,,BlockingReason,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#reassessmentReason,reassessmentReason,DatatypeProperty,mnp-compliance,reassessment reason,重评原因,Reason text for a reassessment marker.,重评标记的原因文本。,,ReassessmentMarker,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#requiresReassessment,requiresReassessment,DatatypeProperty,mnp-compliance,requires reassessment,需要重评,Boolean flag indicating reassessment is required.,表示需要重评的布尔标志。,,EligibilityAssessment,xsd:boolean,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#ruleIdentifier,ruleIdentifier,DatatypeProperty,mnp-compliance,rule identifier,规则编号,Business identifier of an eligibility rule.,资格规则业务编号。,,EligibilityRule,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#ruleVersion,ruleVersion,DatatypeProperty,mnp-compliance,rule version label,规则版本标签,Version label string for a rule or rule version.,规则或规则版本的版本标签字符串。,,,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#moduleCode,moduleCode,DatatypeProperty,mnp-core,Module Code,模块代码,Catalog module code identifying the defining ontology module for a term.,标识术语所属正式本体模块的目录代码。,,,xsd:string,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#apiEndpointCode,apiEndpointCode,DatatypeProperty,mnp-evidence-time,API endpoint code,接口端点代码,Code identifying the API endpoint that produced evidence.,产生证据的接口端点代码。,,APIResponse,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#currencyCode,currencyCode,DatatypeProperty,mnp-evidence-time,currency code,币种代码,ISO-like currency code for an observed amount.,观测金额的币种代码。,,EvidenceRecord,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#daysSinceLastPort,daysSinceLastPort,DatatypeProperty,mnp-evidence-time,days since last port,距上次携转天数,Observed days since last portability event.,距上次携转事件的天数观测。,,EvidenceRecord,xsd:integer,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#evidenceGeneratedAt,evidenceGeneratedAt,DatatypeProperty,mnp-evidence-time,evidence generated at,证据生成时间,Datetime when evidence was generated.,证据生成时间。,,EvidenceRecord,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#evidenceStatus,evidenceStatus,DatatypeProperty,mnp-evidence-time,evidence status,证据状态,Status code of an evidence record (VALID/EXPIRED/REVOKED/UNKNOWN).,证据记录状态码（VALID/EXPIRED/REVOKED/UNKNOWN）。,,EvidenceRecord,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#evidenceType,evidenceType,DatatypeProperty,mnp-evidence-time,evidence type,证据类型,Type code classifying an evidence record.,证据记录类型代码。,,EvidenceRecord,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#evidenceValidUntil,evidenceValidUntil,DatatypeProperty,mnp-evidence-time,evidence valid until,证据有效期至,Datetime until which evidence remains valid.,证据有效截止时间。,,EvidenceRecord,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasPaymentArrangement,hasPaymentArrangement,DatatypeProperty,mnp-evidence-time,has payment arrangement,是否有缴费安排,Boolean flag on evidence indicating a payment arrangement.,证据上表示是否存在缴费安排的布尔标志。,,EvidenceRecord,xsd:boolean,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#identityMatchFlag,identityMatchFlag,DatatypeProperty,mnp-evidence-time,identity match flag,身份匹配标志,Boolean flag indicating identity match on evidence.,证据上的身份匹配布尔标志。,,EvidenceRecord,xsd:boolean,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#numberStatusCode,numberStatusCode,DatatypeProperty,mnp-evidence-time,number status code,号码状态码,Number status observed on evidence.,证据中观测到的号码状态。,,EvidenceRecord,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#observedAmount,observedAmount,DatatypeProperty,mnp-evidence-time,observed amount,观测金额,Observed monetary amount on an evidence record.,证据记录上的观测金额。,,EvidenceRecord,xsd:decimal,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#systemIdentifier,systemIdentifier,DatatypeProperty,mnp-evidence-time,system identifier,系统标识,Business identifier of an information system.,信息系统业务标识。,,InformationSystem,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#timeInstant,timeInstant,DatatypeProperty,mnp-evidence-time,time instant,时间瞬间,xsd:dateTime value carried by a time resource.,时间资源承载的 xsd:dateTime 值。,,,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#validityEnd,validityEnd,DatatypeProperty,mnp-evidence-time,validity end,有效期结束,End of an evidence validity window.,证据有效期结束。,,EvidenceValidity,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#validityStart,validityStart,DatatypeProperty,mnp-evidence-time,validity start,有效期开始,Start of an evidence validity window.,证据有效期开始。,,EvidenceValidity,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#documentNumberMasked,documentNumberMasked,DatatypeProperty,mnp-identity,masked document number,掩码证件号,Masked identity document number.,经过掩码处理的证件号码。,,IdentityDocument,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#documentTypeCode,documentTypeCode,DatatypeProperty,mnp-identity,document type code,证件类型代码,Controlled code for identity document type.,身份证件类型受控代码。,,IdentityDocument,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#maskedPhoneNumber,maskedPhoneNumber,DatatypeProperty,mnp-identity,masked phone number,掩码电话号码,A privacy-preserving masked representation of a phone number.,电话号码的隐私掩码表示。,,PhoneNumber,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#verificationOutcome,verificationOutcome,DatatypeProperty,mnp-identity,verification outcome,核验结果,Outcome code of an identity verification.,身份核验结果代码。,,IdentityVerification,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#mappingReviewStatus,mappingReviewStatus,DatatypeProperty,mnp-modeling-provenance,mapping review status,映射审核状态,Review status of a mapping record.,映射记录的审核状态。,,MappingRecord,xsd:string,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#reviewOutcomeCode,reviewOutcomeCode,DatatypeProperty,mnp-modeling-provenance,review outcome code,审核结果代码,Outcome code of a modeling review decision.,建模审核决定的结果代码。,,ReviewDecision,xsd:string,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#sourceApi,sourceApi,DatatypeProperty,mnp-modeling-provenance,source API,来源 API,Identifier of the source API for a mapping record.,映射记录的来源 API 标识。,,MappingRecord,xsd:string,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#sourceFieldPath,sourceFieldPath,DatatypeProperty,mnp-modeling-provenance,source field path,来源字段路径,Path of the source field within an API payload.,API 载荷中来源字段的路径。,,MappingRecord,xsd:string,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#targetTerm,targetTerm,DatatypeProperty,mnp-modeling-provenance,target term,目标术语,Local name or IRI string of the target ontology term.,目标本体术语的本地名或 IRI 字符串。,,MappingRecord,xsd:string,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#authCodeIssuedAt,authCodeIssuedAt,DatatypeProperty,mnp-process,authorization code issued at,授权码签发时间,Issuance datetime of an authorization code.,授权码签发时间。,,AuthorizationCode,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#authCodeStatus,authCodeStatus,DatatypeProperty,mnp-process,authorization code status,授权码状态,Status code of an authorization code.,授权码状态代码。,,AuthorizationCode,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#authCodeValidUntil,authCodeValidUntil,DatatypeProperty,mnp-process,authorization code valid until,授权码有效期至,Validity end datetime of an authorization code.,授权码有效截止时间。,,AuthorizationCode,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#authCodeValueMasked,authCodeValueMasked,DatatypeProperty,mnp-process,masked authorization code,掩码授权码,Masked authorization code value.,经过掩码的授权码值。,,AuthorizationCode,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#caseIdentifier,caseIdentifier,DatatypeProperty,mnp-process,case identifier,案件编号,Business identifier of an MNP case.,携转案件业务编号。,,MNPCase,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#caseStatusCode,caseStatusCode,DatatypeProperty,mnp-process,case status code,案件状态码,Status code of an MNP case status resource.,携转案件状态资源的状态代码。,,MNPCaseStatus,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#eventTime,eventTime,DatatypeProperty,mnp-process,event time,事件时间,Datetime of a process event.,流程事件发生时间。,,ProcessEvent,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#eventTypeCode,eventTypeCode,DatatypeProperty,mnp-process,event type code,事件类型码,Type code of a process event.,流程事件类型代码。,,ProcessEvent,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#stepCode,stepCode,DatatypeProperty,mnp-process,step code,步骤代码,Code identifying a process step.,流程步骤识别代码。,,ProcessStep,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#commitmentEndTime,commitmentEndTime,DatatypeProperty,mnp-service-contract,commitment end time,承诺期结束,End datetime of a commitment period.,承诺期结束时间。,,CommitmentPeriod,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#commitmentStartTime,commitmentStartTime,DatatypeProperty,mnp-service-contract,commitment start time,承诺期开始,Start datetime of a commitment period.,承诺期开始时间。,,CommitmentPeriod,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#contractEndTime,contractEndTime,DatatypeProperty,mnp-service-contract,contract end time,合约截止时间,End datetime of a service contract or contract-status evidence observation. No single OWL domain; constrained by SHACL profiles.,服务合约或合约状态证据的截止时间。无单一 OWL Domain；由 SHACL 配置约束。,,,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MODIFY,Domain removed to avoid typing EvidenceRecord as ServiceContract.
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#contractStatusCode,contractStatusCode,DatatypeProperty,mnp-service-contract,contract status code,合约状态码,Status code of a service contract or contract-status evidence observation. No single OWL domain (used on contracts and evidence); constrained by SHACL profiles.,服务合约或合约状态证据观测的状态码。无单一 OWL Domain（合约与证据共用）；由 SHACL 配置约束。,,,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MODIFY,Domain removed to avoid typing EvidenceRecord as ServiceContract.
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#subscriptionStatusCode,subscriptionStatusCode,DatatypeProperty,mnp-service-contract,subscription status code,订阅状态码,Status code of a service subscription.,服务订阅状态代码。,,ServiceSubscription,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#terminationEffectiveAt,terminationEffectiveAt,DatatypeProperty,mnp-service-contract,termination effective at,解除协议生效时间,Datetime when a termination agreement becomes effective.,解除协议生效时间。,,TerminationAgreement,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#terminationSignedAt,terminationSignedAt,DatatypeProperty,mnp-service-contract,termination signed at,解除协议签署时间,Datetime when a termination agreement was signed.,解除协议签署时间。,,TerminationAgreement,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#terminationStatusCode,terminationStatusCode,DatatypeProperty,mnp-service-contract,termination status code,解除协议状态码,Status code of a termination agreement.,解除协议状态代码。,,TerminationAgreement,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#Code-Auth-EXPIRED,Code-Auth-EXPIRED,Individual,mnp-code-list,Auth code EXPIRED,授权码-过期,Controlled code for expired authorization code status.,授权码过期状态的受控代码。,,,,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#Code-Auth-MISSING,Code-Auth-MISSING,Individual,mnp-code-list,Auth code MISSING,授权码-缺失,Controlled code for missing authorization code status.,授权码缺失状态的受控代码。,,,,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#Code-Auth-VALID,Code-Auth-VALID,Individual,mnp-code-list,Auth code VALID,授权码-有效,Controlled code for valid authorization code status.,授权码有效状态的受控代码。,,,,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#Code-Evidence-EXPIRED,Code-Evidence-EXPIRED,Individual,mnp-code-list,Evidence status EXPIRED,证据状态-过期,Controlled code for expired evidence status.,证据过期状态的受控代码。,,,,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#Code-Evidence-VALID,Code-Evidence-VALID,Individual,mnp-code-list,Evidence status VALID,证据状态-有效,Controlled code for valid evidence status.,证据有效状态的受控代码。,,,,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#Code-Step-AUTHORIZATION_CODE_REQUEST,Code-Step-AUTHORIZATION_CODE_REQUEST,Individual,mnp-code-list,Step AUTHORIZATION_CODE_REQUEST,步骤-授权码申请,Controlled code for authorization code request step.,授权码申请流程步骤受控代码。,,,,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#Code-Step-ELIGIBILITY_CHECK,Code-Step-ELIGIBILITY_CHECK,Individual,mnp-code-list,Step ELIGIBILITY_CHECK,步骤-资格检查,Controlled code for eligibility check process step.,资格检查流程步骤受控代码。,,,,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#Code-Step-PORT_IN_SUBMISSION,Code-Step-PORT_IN_SUBMISSION,Individual,mnp-code-list,Step PORT_IN_SUBMISSION,步骤-携入提交,Controlled code for port-in submission process step.,携入提交流程步骤受控代码。,,,,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasBill,hasBill,ObjectProperty,mnp-account-billing,has bill,有账单,Links a billing account to a bill.,将计费账户关联到账单。,,BillingAccount,Bill,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasCharge,hasCharge,ObjectProperty,mnp-account-billing,has charge,有费用项,Links a bill to a charge line.,将账单关联到费用项。,,Bill,Charge,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasPayment,hasPayment,ObjectProperty,mnp-account-billing,has payment,有缴费,Links a billing account to a payment.,将计费账户关联到缴费。,,BillingAccount,Payment,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasPaymentArrangementRecord,hasPaymentArrangementRecord,ObjectProperty,mnp-account-billing,has payment arrangement,有缴费安排,Links a billing account to a payment arrangement.,将计费账户关联到缴费安排。,,BillingAccount,PaymentArrangement,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#observesAccount,observesAccount,ObjectProperty,mnp-account-billing,observes account,观测账户,Links an outstanding balance observation to the observed billing account.,将欠费观测关联到被观测的计费账户。,,OutstandingBalanceObservation,BillingAccount,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#relatedAccount,relatedAccount,ObjectProperty,mnp-account-billing,related account (deprecated),相关账户（已弃用）,Deprecated redundant link from Subscriber to TelecomAccount; use billedThrough on ServiceSubscription.,已弃用的用户到账户冗余关系；请使用订阅上的 billedThrough。,,Subscriber,TelecomAccount,,,true,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#billedThrough,LOCAL_EXTENSION,LOCAL_EXTENSION,DEPRECATE,ODR-001.
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#settlesAccount,settlesAccount,ObjectProperty,mnp-account-billing,settles account,结清账户,Links a billing settlement to the settled account.,将结清事件关联到被结清账户。,,BillingSettlement,BillingAccount,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#aboutCase,aboutCase,ObjectProperty,mnp-compliance,about case,关于案件,Links an assessment to the MNP case it evaluates.,将评估关联到其所评估的携转案件。,,EligibilityAssessment,MNPCase,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#affectsAssessment,affectsAssessment,ObjectProperty,mnp-compliance,affects assessment,影响评估,Links a newer rule version to assessments affected by supersession.,将新规则版本关联到受其替代影响的评估。,,RuleVersion,EligibilityAssessment,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#citesClause,citesClause,ObjectProperty,mnp-compliance,cites clause,引用条款,Links a blocking reason to a cited regulatory clause.,将阻塞原因关联到所引用的监管条款。,,BlockingReason,RegulatoryClause,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#dependsOn,dependsOn,ObjectProperty,mnp-compliance,depends on (deprecated),依赖于（已弃用）,Deprecated assessment-to-dependency wrapper property.,已弃用的评估依赖包装属性。,,EligibilityAssessment,AssessmentDependency,,,true,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#usesEvidence,LOCAL_EXTENSION,LOCAL_EXTENSION,DEPRECATE,ODR-004.
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#dependsOnEvidence,dependsOnEvidence,ObjectProperty,mnp-compliance,depends on evidence (deprecated),依赖证据（已弃用）,Deprecated; use usesEvidence directly.,已弃用；请直接使用 usesEvidence。,,AssessmentDependency,EvidenceRecord,,,true,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#usesEvidence,LOCAL_EXTENSION,LOCAL_EXTENSION,DEPRECATE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#dependsOnRuleVersion,dependsOnRuleVersion,ObjectProperty,mnp-compliance,depends on rule version (deprecated),依赖规则版本（已弃用）,Deprecated; use usesRuleVersion directly.,已弃用；请直接使用 usesRuleVersion。,,AssessmentDependency,RuleVersion,,,true,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#usesRuleVersion,LOCAL_EXTENSION,LOCAL_EXTENSION,DEPRECATE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#evaluatedByRule,evaluatedByRule,ObjectProperty,mnp-compliance,evaluated by rule,由规则评估,Links an assessment to an eligibility rule consulted.,将评估关联到所参照的资格规则。,,EligibilityAssessment,EligibilityRule,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasBlockingReason,hasBlockingReason,ObjectProperty,mnp-compliance,has blocking reason,有阻塞原因,Links an eligibility decision to a blocking reason that justifies it.,将资格决定关联到支撑该决定的阻塞原因。,,EligibilityDecision,BlockingReason,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,ODR-002 replacement for producesBlockingReason.
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasRuleVersion,hasRuleVersion,ObjectProperty,mnp-compliance,has rule version,有规则版本,Links an eligibility rule to a concrete rule version.,将资格规则关联到具体规则版本。,,EligibilityRule,RuleVersion,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#markedForReassessment,markedForReassessment,ObjectProperty,mnp-compliance,marked for reassessment,标记需重评,Links an assessment to a reassessment marker.,将评估关联到重评标记。,,EligibilityAssessment,ReassessmentMarker,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#operationalizesClause,operationalizesClause,ObjectProperty,mnp-compliance,operationalizes clause,落实条款,Links an eligibility rule to a regulatory clause it operationalizes.,将资格规则关联到其所落实的监管条款。,,EligibilityRule,RegulatoryClause,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#partOfDocument,partOfDocument,ObjectProperty,mnp-compliance,part of document,属于文件,Links a regulatory clause to its parent document.,将监管条款关联到所属文件。,,RegulatoryClause,RegulatoryDocument,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#producesBlockingReason,producesBlockingReason,ObjectProperty,mnp-compliance,produces blocking reason (deprecated),产生阻塞原因（已弃用）,Deprecated. Blocking reasons attach to decisions via hasBlockingReason.,已弃用。阻塞原因通过 hasBlockingReason 挂在决定上。,,EligibilityAssessment,BlockingReason,,,true,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasBlockingReason,LOCAL_EXTENSION,LOCAL_EXTENSION,DEPRECATE,ODR-002.
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#producesDecision,producesDecision,ObjectProperty,mnp-compliance,produces decision,产生决定,Links an eligibility assessment to its formal decision outcome.,将资格评估关联到正式决定结果。,,EligibilityAssessment,EligibilityDecision,,FunctionalProperty,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,ODR-002.
